worker_id,platform,city,experience,vehicle,monthly_gross,monthly_net,monthly_incentives,monthly_hours,monthly_trips,avg_effective_hourly,avg_efficiency,avg_idle_mins,claimed_monthly,gap_score,net_gap_score,effective_hourly,vs_min_wage,below_min_wage,incentive_dependency,cluster,persona
W01130,Rapido,Mumbai,< 6 months,Bike,19898.51,14828.51,2283.32,274,521,53.61,38.06,325.04,50000,60.2,70.3,54.12,0.12,False,11.5,3,Surviving
W01131,Rapido,Delhi,6-12 months,Bike,22633.19,17641.19,2949.92,261,642,67.37,35.2,252.69,50000,54.7,64.7,67.59,13.59,False,13.0,1,Stable
W01132,Rapido,Bengaluru,2+ years,Bicycle,30312.12,29792.12,4422.4,263,827,112.47,36.47,196.81,50000,39.4,40.4,113.28,59.28,False,14.6,1,Stable
W01133,Rapido,Bengaluru,< 6 months,Bike,18517.98,13629.98,2388.03,254,519,54.09,35.55,286.81,50000,63.0,72.7,53.66,-0.34,True,12.9,3,Surviving
W01134,Rapido,Bengaluru,2+ years,Car,25430.31,16501.91,3343.79,254,701,64.8,36.26,226.85,50000,49.1,67.0,64.97,10.97,False,13.1,1,Stable
W01135,Rapido,Delhi,< 6 months,Bike,18508.85,13516.85,2310.23,258,539,52.03,34.27,281.35,50000,63.0,73.0,52.39,-1.61,True,12.5,3,Surviving
W01136,Rapido,Hyderabad,< 6 months,Bike,18179.6,13499.6,2356.69,271,562,50.06,32.33,300.73,50000,63.6,73.0,49.81,-4.19,True,13.0,3,Surviving
W01137,Rapido,Bengaluru,< 6 months,Bike,17511.63,12623.63,2300.8,263,476,47.46,36.86,318.73,50000,65.0,74.8,48.0,-6.0,True,13.1,3,Surviving
W01138,Rapido,Mumbai,< 6 months,Bicycle,19415.16,18895.16,2508.13,263,517,72.22,37.7,306.85,50000,61.2,62.2,71.84,17.84,False,12.9,1,Stable
W01139,Rapido,Bengaluru,2+ years,Car,29153.12,20224.72,3587.15,265,813,76.47,35.84,209.12,50000,41.7,59.6,76.32,22.32,False,12.3,1,Stable
W01140,Rapido,Bengaluru,1-2 years,Bicycle,26018.25,25498.25,3874.05,253,702,101.38,37.01,212.42,50000,48.0,49.0,100.78,46.78,False,14.9,1,Stable
W01141,Rapido,Chennai,< 6 months,Car,14557.86,6106.94,1775.49,256,497,23.01,29.36,295.96,50000,70.9,87.8,23.86,-30.14,True,12.2,3,Surviving
W01142,Rapido,Mumbai,1-2 years,Bike,25474.86,20404.86,3409.32,259,677,78.64,37.66,237.15,50000,49.1,59.2,78.78,24.78,False,13.4,1,Stable
W01143,Rapido,Chennai,2+ years,Bike,22085.88,17457.88,3319.84,247,727,70.8,30.35,195.77,50000,55.8,65.1,70.68,16.68,False,15.0,1,Stable
W01144,Rapido,Hyderabad,1-2 years,Bike,21265.39,16585.39,2754.71,255,665,64.08,32.02,238.38,50000,57.5,66.8,65.04,11.04,False,13.0,1,Stable
W01145,Rapido,Hyderabad,6-12 months,Bike,19364.99,14684.99,2620.04,260,603,56.46,32.17,261.5,50000,61.3,70.6,56.48,2.48,False,13.5,1,Stable
W01146,Rapido,Hyderabad,6-12 months,Bike,19768.62,15088.62,2580.74,259,614,58.36,32.18,264.08,50000,60.5,69.8,58.26,4.26,False,13.1,1,Stable
W01147,Rapido,Mumbai,1-2 years,Bike,29074.09,24004.09,3892.62,270,763,87.4,38.04,233.31,50000,41.9,52.0,88.9,34.9,False,13.4,1,Stable
W01148,Rapido,Mumbai,6-12 months,Bike,21324.64,16254.64,2608.0,250,569,64.7,37.47,251.12,50000,57.4,67.5,65.02,11.02,False,12.2,1,Stable
W01149,Rapido,Hyderabad,6-12 months,Car,21062.09,12508.09,2843.36,266,648,46.39,32.48,254.62,50000,57.9,75.0,47.02,-6.98,True,13.5,3,Surviving
W01150,Rapido,Hyderabad,1-2 years,Bike,21072.44,16392.44,2605.95,254,661,64.86,31.86,234.19,50000,57.9,67.2,64.54,10.54,False,12.4,1,Stable
W01151,Rapido,Delhi,2+ years,Bike,28719.76,23727.76,4165.04,268,814,87.94,35.26,212.15,50000,42.6,52.5,88.54,34.54,False,14.5,1,Stable
W01152,Rapido,Hyderabad,6-12 months,Bike,21027.56,16347.56,2566.88,273,652,60.34,32.19,275.0,50000,57.9,67.3,59.88,5.88,False,12.2,1,Stable
W01153,Rapido,Chennai,2+ years,Bike,20241.12,15613.12,2598.2,248,683,62.59,29.7,215.85,50000,59.5,68.8,62.96,8.96,False,12.8,1,Stable
W01154,Rapido,Hyderabad,1-2 years,Bike,22069.47,17389.47,2715.43,258,678,67.34,32.53,237.08,50000,55.9,65.2,67.4,13.4,False,12.3,1,Stable
W01155,Rapido,Delhi,< 6 months,Bicycle,17291.91,16771.91,2277.57,257,496,65.65,35.0,298.23,50000,65.4,66.5,65.26,11.26,False,13.2,1,Stable
W01156,Rapido,Bengaluru,1-2 years,Bike,25067.62,20179.62,3557.29,266,683,75.09,36.76,255.23,50000,49.9,59.6,75.86,21.86,False,14.2,1,Stable
W01157,Rapido,Hyderabad,6-12 months,Bike,21411.16,16731.16,2946.03,256,656,65.33,32.5,240.15,50000,57.2,66.5,65.36,11.36,False,13.8,1,Stable
W01158,Rapido,Mumbai,1-2 years,Bike,25387.15,20317.15,3493.54,252,658,80.44,38.67,231.62,50000,49.2,59.4,80.62,26.62,False,13.8,1,Stable
W01159,Rapido,Hyderabad,2+ years,Bike,23286.91,18606.91,2961.72,249,736,74.38,31.66,202.5,50000,53.4,62.8,74.73,20.73,False,12.7,1,Stable
W01160,Rapido,Delhi,1-2 years,Bike,22461.21,17469.21,3199.56,247,642,71.11,34.94,226.54,50000,55.1,65.1,70.73,16.73,False,14.2,1,Stable
W01161,Rapido,Delhi,2+ years,Car,25601.16,16485.56,3606.13,247,726,65.62,35.02,199.54,50000,48.8,67.0,66.74,12.74,False,14.1,1,Stable
W01162,Rapido,Hyderabad,1-2 years,Bike,21778.52,17098.52,2990.66,253,669,67.35,32.56,236.35,50000,56.4,65.8,67.58,13.58,False,13.7,1,Stable
W01163,Rapido,Hyderabad,6-12 months,Car,18685.94,10131.94,2425.57,256,580,38.55,32.17,262.15,50000,62.6,79.7,39.58,-14.42,True,13.0,3,Surviving
W01164,Rapido,Hyderabad,6-12 months,Bicycle,19187.67,18667.67,2290.69,255,606,74.24,31.44,250.38,50000,61.6,62.7,73.21,19.21,False,11.9,1,Stable
W01165,Rapido,Chennai,6-12 months,Bike,17823.81,13195.81,2221.01,262,614,50.78,28.99,266.54,50000,64.4,73.6,50.37,-3.63,True,12.5,3,Surviving
W01166,Rapido,Bengaluru,2+ years,Car,26933.38,18004.98,3630.04,260,726,68.13,37.03,218.54,50000,46.1,64.0,69.25,15.25,False,13.5,1,Stable
W01167,Rapido,Hyderabad,1-2 years,Bike,22320.85,17640.85,3142.57,268,691,64.61,32.31,247.0,50000,55.4,64.7,65.82,11.82,False,14.1,1,Stable
W01168,Rapido,Hyderabad,2+ years,Bike,24940.82,20260.82,3222.05,273,777,73.78,32.04,236.38,50000,50.1,59.5,74.22,20.22,False,12.9,1,Stable
W01169,Rapido,Delhi,6-12 months,Bike,21846.46,16854.46,2877.84,267,622,62.53,35.07,271.08,50000,56.3,66.3,63.13,9.13,False,13.2,1,Stable
W01170,Rapido,Chennai,< 6 months,Bike,16180.14,11552.14,2111.32,265,546,43.49,29.73,295.85,50000,67.6,76.9,43.59,-10.41,True,13.0,3,Surviving
W01171,Rapido,Mumbai,< 6 months,Bike,17142.06,12072.06,2237.48,248,453,47.85,37.84,295.23,50000,65.7,75.9,48.68,-5.32,True,13.1,3,Surviving
W01172,Rapido,Mumbai,6-12 months,Car,21392.59,12136.59,2603.31,255,572,46.71,37.62,271.35,50000,57.2,75.7,47.59,-6.41,True,12.2,3,Surviving
W01173,Rapido,Bengaluru,1-2 years,Bike,23656.07,18768.07,3151.22,256,655,73.09,36.16,237.46,50000,52.7,62.5,73.31,19.31,False,13.3,1,Stable
W01174,Rapido,Mumbai,< 6 months,Bike,20059.69,14989.69,2609.34,256,525,57.55,37.96,283.73,50000,59.9,70.0,58.55,4.55,False,13.0,1,Stable
W01175,Rapido,Hyderabad,2+ years,Car,23577.14,15023.14,2916.53,255,724,58.3,32.62,219.46,50000,52.8,70.0,58.91,4.91,False,12.4,1,Stable
W01176,Rapido,Hyderabad,6-12 months,Bike,17946.35,13266.35,2425.77,259,563,50.61,31.73,277.35,50000,64.1,73.5,51.22,-2.78,True,13.5,3,Surviving
W01177,Rapido,Bengaluru,1-2 years,Car,22225.32,13296.92,2640.05,257,627,50.37,35.41,245.04,50000,55.5,73.4,51.74,-2.26,True,11.9,3,Surviving
W01178,Rapido,Delhi,1-2 years,Bike,23390.95,18398.95,3246.72,257,671,71.07,34.8,234.65,50000,53.2,63.2,71.59,17.59,False,13.9,1,Stable
W01179,Rapido,Hyderabad,2+ years,Bike,23655.07,18975.07,3153.75,267,726,70.73,32.76,241.92,50000,52.7,62.0,71.07,17.07,False,13.3,1,Stable
W01180,Rapido,Chennai,1-2 years,Bicycle,20213.82,19693.82,2838.79,262,681,75.6,29.68,242.08,50000,59.6,60.6,75.17,21.17,False,14.0,1,Stable
W01181,Rapido,Chennai,6-12 months,Bike,18250.18,13622.18,2307.24,268,619,50.28,29.45,278.46,50000,63.5,72.8,50.83,-3.17,True,12.6,3,Surviving
W01182,Rapido,Mumbai,1-2 years,Bike,27407.84,22337.84,3905.14,263,721,85.55,37.94,241.0,50000,45.2,55.3,84.93,30.93,False,14.2,1,Stable
W01183,Rapido,Bengaluru,< 6 months,Bike,18362.23,13474.23,2332.84,267,507,49.32,36.0,315.04,50000,63.3,73.1,50.47,-3.53,True,12.7,3,Surviving
W01184,Rapido,Delhi,1-2 years,Bike,24830.26,19838.26,3494.85,259,693,76.24,36.02,235.0,50000,50.3,60.3,76.6,22.6,False,14.1,1,Stable
W01185,Rapido,Hyderabad,2+ years,Bike,24162.17,19482.17,3247.5,268,750,73.26,32.25,236.42,50000,51.7,61.0,72.69,18.69,False,13.4,1,Stable
W01186,Rapido,Hyderabad,6-12 months,Bike,19273.7,14593.7,2609.48,254,596,57.09,32.04,257.12,50000,61.5,70.8,57.46,3.46,False,13.5,1,Stable
W01187,Rapido,Delhi,6-12 months,Bike,21964.58,16972.58,2673.15,275,638,61.35,34.39,282.81,50000,56.1,66.1,61.72,7.72,False,12.2,1,Stable
W01188,Rapido,Hyderabad,6-12 months,Car,20748.04,12194.04,2661.45,264,639,46.27,32.33,264.08,50000,58.5,75.6,46.19,-7.81,True,12.8,3,Surviving
W01189,Rapido,Bengaluru,6-12 months,Car,22671.01,13742.61,2857.62,268,639,51.28,35.44,264.62,50000,54.7,72.5,51.28,-2.72,True,12.6,3,Surviving
W01190,Rapido,Bengaluru,1-2 years,Car,27223.38,18294.98,3563.1,265,744,68.94,36.5,227.85,50000,45.6,63.4,69.04,15.04,False,13.1,1,Stable
W01191,Rapido,Mumbai,2+ years,Car,29310.81,20054.81,4058.94,265,752,74.65,38.87,218.31,50000,41.4,59.9,75.68,21.68,False,13.8,1,Stable
W01192,Rapido,Mumbai,< 6 months,Bike,20011.34,14941.34,2425.11,261,531,57.13,37.68,297.69,50000,60.0,70.1,57.25,3.25,False,12.1,3,Surviving
W01193,Rapido,Delhi,< 6 months,Bike,17715.8,12723.8,2241.77,260,512,48.73,34.58,299.92,50000,64.6,74.6,48.94,-5.06,True,12.7,3,Surviving
W01194,Rapido,Delhi,< 6 months,Bike,17322.06,12330.06,2015.35,252,500,48.11,34.39,281.04,50000,65.4,75.3,48.93,-5.07,True,11.6,3,Surviving
W01195,Rapido,Chennai,2+ years,Car,21508.05,13047.65,2805.85,260,716,48.97,29.8,225.12,50000,57.0,73.9,50.18,-3.82,True,13.0,3,Surviving
W01196,Rapido,Chennai,< 6 months,Bike,14830.22,10202.22,1813.72,257,514,39.12,28.84,295.5,50000,70.3,79.6,39.7,-14.3,True,12.2,3,Surviving
W01197,Rapido,Delhi,1-2 years,Bike,24157.9,19165.9,3078.94,267,699,70.81,34.45,242.35,50000,51.7,61.7,71.78,17.78,False,12.7,1,Stable
W01198,Rapido,Bengaluru,6-12 months,Bike,20002.49,15114.49,2881.35,255,550,58.82,36.33,278.62,50000,60.0,69.8,59.27,5.27,False,14.4,1,Stable
W01199,Rapido,Bengaluru,1-2 years,Bike,25378.03,20490.03,3516.27,264,703,77.63,36.16,242.23,50000,49.2,59.0,77.61,23.61,False,13.9,1,Stable
W01200,Rapido,Chennai,6-12 months,Car,16434.1,8110.72,2349.08,262,547,30.64,29.74,292.35,50000,67.1,83.8,30.96,-23.04,True,14.3,3,Surviving
W01201,Urban Company,Mumbai,< 6 months,Car,28791.27,20618.31,451.52,259,85,77.28,299.52,479.31,45000,36.0,54.2,79.61,25.61,False,1.6,2,Comfortable
W01202,Urban Company,Bengaluru,1-2 years,Car,39328.57,30432.75,1508.52,258,123,115.15,322.15,465.58,45000,12.6,32.4,117.96,63.96,False,3.8,0,Thriving
W01203,Urban Company,Mumbai,6-12 months,Car,41325.89,32069.89,991.4,248,122,129.27,341.09,440.92,45000,8.2,28.7,129.31,75.31,False,2.4,0,Thriving
W01204,Urban Company,Mumbai,2+ years,Bike,48761.96,43691.96,2019.58,263,140,165.27,340.33,461.54,45000,0.0,2.9,166.13,112.13,False,4.1,0,Thriving
W01205,Urban Company,Mumbai,< 6 months,Bike,29272.91,24592.91,725.89,246,88,100.0,303.0,449.42,45000,34.9,45.3,99.97,45.97,False,2.5,0,Thriving
W01206,Urban Company,Hyderabad,6-12 months,Bike,31836.12,27156.12,688.8,263,111,102.92,282.13,478.31,45000,29.3,39.7,103.26,49.26,False,2.2,0,Thriving
W01207,Urban Company,Mumbai,2+ years,Car,52114.35,42858.35,2649.68,257,151,163.64,342.29,446.15,45000,0.0,4.8,166.76,112.76,False,5.1,0,Thriving
W01208,Urban Company,Bengaluru,< 6 months,Car,26304.92,17782.68,554.83,257,81,68.38,311.18,482.15,45000,41.5,60.5,69.19,15.19,False,2.1,2,Comfortable
W01209,Urban Company,Delhi,2+ years,Bike,40590.68,35790.68,1305.24,274,131,126.32,294.68,491.54,45000,9.8,20.5,130.62,76.62,False,3.2,0,Thriving
W01210,Urban Company,Hyderabad,6-12 months,Car,30546.95,22077.88,821.48,261,107,81.43,286.97,472.54,45000,32.1,50.9,84.59,30.59,False,2.7,0,Thriving
W01211,Urban Company,Hyderabad,1-2 years,Car,34638.51,26152.03,829.89,265,120,98.43,287.58,479.69,45000,23.0,41.9,98.69,44.69,False,2.4,0,Thriving
W01212,Urban Company,Bengaluru,< 6 months,Car,33115.96,24286.66,1154.09,260,101,90.59,323.67,476.27,45000,26.4,46.0,93.41,39.41,False,3.5,0,Thriving
W01213,Urban Company,Delhi,6-12 months,Bike,33044.52,28436.52,1269.78,267,107,102.23,284.81,488.42,45000,26.6,36.8,106.5,52.5,False,3.8,0,Thriving
W01214,Urban Company,Bengaluru,2+ years,Car,51995.37,43066.97,1655.5,269,163,159.2,315.82,464.23,45000,0.0,4.3,160.1,106.1,False,3.2,0,Thriving
W01215,Urban Company,Chennai,1-2 years,Car,30619.3,22332.3,1065.9,260,114,86.44,268.68,467.04,45000,32.0,50.4,85.89,31.89,False,3.5,2,Comfortable
W01216,Urban Company,Mumbai,< 6 months,Car,29114.56,21406.29,965.38,263,85,82.09,284.83,491.27,45000,35.3,52.4,81.39,27.39,False,3.3,2,Comfortable
W01217,Urban Company,Delhi,6-12 months,Bike,29258.34,24266.34,741.07,271,92,91.14,315.81,503.04,45000,35.0,46.1,89.54,35.54,False,2.5,0,Thriving
W01218,Urban Company,Delhi,< 6 months,Bike,28809.11,24009.11,719.34,259,92,93.19,301.5,477.12,45000,36.0,46.6,92.7,38.7,False,2.5,0,Thriving
W01219,Urban Company,Hyderabad,1-2 years,Car,37555.7,29117.56,903.63,266,132,108.18,280.88,473.19,45000,16.5,35.3,109.46,55.46,False,2.4,0,Thriving
W01220,Urban Company,Delhi,6-12 months,Car,27216.37,18584.59,770.15,266,87,67.68,299.15,492.73,45000,39.5,58.7,69.87,15.87,False,2.8,2,Comfortable
W01221,Urban Company,Chennai,< 6 months,Bike,20686.26,16414.26,317.04,263,79,62.96,242.58,488.96,45000,54.0,63.5,62.41,8.41,False,1.5,2,Comfortable
W01222,Urban Company,Bengaluru,2+ years,Car,41258.08,32466.68,1971.9,249,128,132.0,317.2,442.5,45000,8.3,27.9,130.39,76.39,False,4.8,0,Thriving
W01223,Urban Company,Hyderabad,< 6 months,Bike,28786.45,24466.45,933.79,266,101,91.47,261.52,487.88,45000,36.0,45.6,91.98,37.98,False,3.2,0,Thriving
W01224,Urban Company,Mumbai,6-12 months,Car,38627.56,29781.99,1045.93,265,114,113.8,325.16,480.88,45000,14.2,33.8,112.38,58.38,False,2.7,0,Thriving
W01225,Urban Company,Bengaluru,1-2 years,Car,42187.02,33258.62,1616.42,261,130,125.84,322.37,466.69,45000,6.3,26.1,127.43,73.43,False,3.8,0,Thriving
W01226,Urban Company,Mumbai,2+ years,Car,48919.81,39708.95,1422.48,260,147,155.1,329.99,455.62,45000,0.0,11.8,152.73,98.73,False,2.9,0,Thriving
W01227,Urban Company,Delhi,6-12 months,Bike,33804.11,29004.11,980.63,259,107,110.08,302.84,473.42,45000,24.9,35.5,111.98,57.98,False,2.9,0,Thriving
W01228,Urban Company,Mumbai,2+ years,Bike,47899.22,43024.22,1496.02,267,143,159.58,318.68,471.12,45000,0.0,4.4,161.14,107.14,False,3.1,0,Thriving
W01229,Urban Company,Hyderabad,2+ years,Car,37911.82,29433.35,1327.09,255,129,114.2,290.76,452.92,45000,15.8,34.6,115.42,61.42,False,3.5,0,Thriving
W01230,Urban Company,Mumbai,6-12 months,Car,41673.3,32821.06,1115.37,271,126,117.45,312.78,489.31,45000,7.4,27.1,121.11,67.11,False,2.7,0,Thriving
W01231,Urban Company,Mumbai,1-2 years,Car,41916.34,32742.77,1661.55,252,121,130.76,344.97,448.62,45000,6.9,27.2,129.93,75.93,False,4.0,0,Thriving
W01232,Urban Company,Hyderabad,1-2 years,Car,37760.19,29535.19,1420.77,256,131,116.99,277.69,455.77,45000,16.1,34.4,115.37,61.37,False,3.8,0,Thriving
W01233,Urban Company,Bengaluru,6-12 months,Car,34308.32,25406.39,785.67,267,107,94.35,325.25,488.0,45000,23.8,43.5,95.16,41.16,False,2.3,0,Thriving
W01234,Urban Company,Delhi,6-12 months,Car,36922.19,28689.58,1996.04,251,116,110.29,285.38,453.38,45000,18.0,36.2,114.3,60.3,False,5.4,0,Thriving
W01235,Urban Company,Hyderabad,2+ years,Car,37178.1,28658.29,1127.19,250,128,118.04,288.36,443.0,45000,17.4,36.3,114.63,60.63,False,3.0,0,Thriving
W01236,Urban Company,Chennai,1-2 years,Car,27716.89,19732.56,804.29,252,102,77.41,259.37,460.62,45000,38.4,56.1,78.3,24.3,False,2.9,2,Comfortable
W01237,Urban Company,Chennai,2+ years,Car,36541.23,28080.83,1340.03,252,135,112.83,270.53,442.77,45000,18.8,37.6,111.43,57.43,False,3.7,0,Thriving
W01238,Urban Company,Mumbai,< 6 months,Bike,28990.15,23920.15,894.15,265,85,92.22,342.27,490.77,45000,35.6,46.8,90.26,36.26,False,3.1,0,Thriving
W01239,Urban Company,Bengaluru,< 6 months,Bike,29285.62,24585.62,781.7,256,89,93.65,314.96,474.69,45000,34.9,45.4,96.04,42.04,False,2.7,0,Thriving
W01240,Urban Company,Chennai,< 6 months,Car,27850.58,19750.17,786.82,267,106,73.95,257.9,490.35,45000,38.1,56.1,73.97,19.97,False,2.8,2,Comfortable
W01241,Urban Company,Hyderabad,1-2 years,Car,36283.53,28064.13,1627.76,265,125,106.19,279.65,472.54,45000,19.4,37.6,105.9,51.9,False,4.5,0,Thriving
W01242,Urban Company,Chennai,6-12 months,Bike,28373.68,23923.68,484.75,269,111,86.15,241.01,488.77,45000,36.9,46.8,88.94,34.94,False,1.7,0,Thriving
W01243,Urban Company,Bengaluru,1-2 years,Car,39949.28,31020.88,1212.02,260,126,118.69,317.19,468.96,45000,11.2,31.1,119.31,65.31,False,3.0,0,Thriving
W01244,Urban Company,Delhi,6-12 months,Car,26872.94,18458.54,822.25,254,85,72.78,288.45,471.92,45000,40.3,59.0,72.67,18.67,False,3.1,2,Comfortable
W01245,Urban Company,Hyderabad,< 6 months,Car,27937.42,19567.42,982.54,265,96,76.18,286.82,488.58,45000,37.9,56.5,73.84,19.84,False,3.5,2,Comfortable
W01246,Urban Company,Hyderabad,6-12 months,Bike,32095.28,27595.28,782.98,266,112,101.63,275.74,479.35,45000,28.7,38.7,103.74,49.74,False,2.4,0,Thriving
W01247,Urban Company,Hyderabad,1-2 years,Bike,36782.61,32282.61,1621.72,246,123,131.82,289.54,438.35,45000,18.3,28.3,131.23,77.23,False,4.4,0,Thriving
W01248,Urban Company,Mumbai,< 6 months,Bike,31208.09,26138.09,752.68,266,93,99.42,332.27,492.81,45000,30.6,41.9,98.26,44.26,False,2.4,0,Thriving
W01249,Urban Company,Delhi,< 6 months,Car,30337.04,21645.83,1237.6,257,95,84.19,304.52,469.5,45000,32.6,51.9,84.23,30.23,False,4.1,0,Thriving
W01250,Urban Company,Bengaluru,2+ years,Bike,48131.36,43243.36,2075.35,254,145,170.85,329.72,443.96,45000,0.0,3.9,170.25,116.25,False,4.3,0,Thriving
W01251,Urban Company,Delhi,1-2 years,Car,39736.63,30621.03,1654.68,244,125,127.74,318.78,433.58,45000,11.7,32.0,125.5,71.5,False,4.2,0,Thriving
W01252,Urban Company,Delhi,< 6 months,Bike,31103.01,26111.01,963.35,264,99,101.66,313.41,489.46,45000,30.9,42.0,98.91,44.91,False,3.1,0,Thriving
W01253,Urban Company,Mumbai,6-12 months,Bike,39212.44,34142.44,1127.09,260,116,130.89,337.54,468.42,45000,12.9,24.1,131.32,77.32,False,2.9,0,Thriving
W01254,Urban Company,Mumbai,< 6 months,Car,25836.37,17507.17,532.28,251,75,66.35,311.91,471.04,45000,42.6,61.1,69.75,15.75,False,2.1,2,Comfortable
W01255,Urban Company,Delhi,1-2 years,Bike,42785.22,37793.22,1341.5,266,137,140.92,310.81,475.69,45000,4.9,16.0,142.08,88.08,False,3.1,0,Thriving
W01256,Urban Company,Bengaluru,< 6 months,Car,28782.53,21014.82,460.74,261,92,80.83,272.67,483.62,45000,36.0,53.3,80.52,26.52,False,1.6,2,Comfortable
W01257,Urban Company,Bengaluru,2+ years,Car,39551.25,30622.85,1120.27,277,123,114.34,321.07,502.27,45000,12.1,31.9,110.55,56.55,False,2.8,0,Thriving
W01258,Urban Company,Chennai,6-12 months,Bike,25100.75,20828.75,424.73,254,97,82.25,240.96,465.62,45000,44.2,53.7,82.0,28.0,False,1.7,2,Comfortable
W01259,Urban Company,Bengaluru,6-12 months,Car,33638.1,25407.52,1322.74,254,104,95.79,297.42,467.15,45000,25.2,43.5,100.03,46.03,False,3.9,0,Thriving
W01260,Urban Company,Delhi,< 6 months,Car,29185.85,20070.25,1167.52,256,94,77.97,309.43,473.12,45000,35.1,55.4,78.4,24.4,False,4.0,2,Comfortable
W01261,Urban Company,Hyderabad,6-12 months,Bike,30812.41,26312.41,1023.39,264,105,99.85,280.32,484.04,45000,31.5,41.5,99.67,45.67,False,3.3,0,Thriving
W01262,Urban Company,Bengaluru,< 6 months,Car,31337.03,22814.78,778.72,265,97,85.01,310.68,488.42,45000,30.4,49.3,86.09,32.09,False,2.5,0,Thriving
W01263,Urban Company,Delhi,< 6 months,Bike,30310.04,25318.04,882.81,273,98,92.99,303.7,503.88,45000,32.6,43.7,92.74,38.74,False,2.9,0,Thriving
W01264,Urban Company,Bengaluru,6-12 months,Car,29227.56,20873.47,1034.81,256,92,78.25,297.69,468.81,45000,35.0,53.6,81.54,27.54,False,3.5,2,Comfortable
W01265,Urban Company,Hyderabad,1-2 years,Car,40469.92,31974.82,1631.84,264,141,121.39,285.76,461.81,45000,10.1,28.9,121.12,67.12,False,4.0,0,Thriving
W01266,Urban Company,Bengaluru,2+ years,Car,45182.48,36254.08,1319.73,265,139,134.74,323.82,467.23,45000,0.0,19.4,136.81,82.81,False,2.9,0,Thriving
W01267,Urban Company,Chennai,2+ years,Car,39236.53,30776.13,1712.93,249,144,124.04,270.87,434.85,45000,12.8,31.6,123.6,69.6,False,4.4,0,Thriving
W01268,Urban Company,Bengaluru,< 6 months,Car,25710.44,17933.51,551.23,259,81,66.06,278.37,484.27,45000,42.9,60.1,69.24,15.24,False,2.1,2,Comfortable
W01269,Urban Company,Bengaluru,6-12 months,Car,38400.96,29472.56,1353.43,261,118,111.27,323.28,471.88,45000,14.7,34.5,112.92,58.92,False,3.5,0,Thriving
W01270,Urban Company,Mumbai,6-12 months,Bike,39706.23,34636.23,2039.87,266,114,130.08,342.48,484.0,45000,11.8,23.0,130.21,76.21,False,5.1,0,Thriving
W01271,Urban Company,Bengaluru,6-12 months,Bike,41361.97,36473.97,1481.45,253,125,144.37,329.07,451.31,45000,8.1,18.9,144.17,90.17,False,3.6,0,Thriving
W01272,Urban Company,Mumbai,1-2 years,Car,36802.74,27546.74,769.08,267,112,104.21,329.36,483.58,45000,18.2,38.8,103.17,49.17,False,2.1,0,Thriving
W01273,Urban Company,Hyderabad,2+ years,Bike,39479.18,34799.18,1496.83,257,135,132.94,289.16,457.27,45000,12.3,22.7,135.41,81.41,False,3.8,0,Thriving
W01274,Urban Company,Delhi,1-2 years,Car,28989.18,20029.13,833.89,256,95,80.11,306.4,473.38,45000,35.6,55.5,78.24,24.24,False,2.9,2,Comfortable
W01275,Urban Company,Bengaluru,6-12 months,Car,36766.66,27838.26,1339.01,245,113,113.59,321.83,439.65,45000,18.3,38.1,113.63,59.63,False,3.6,0,Thriving
W01276,Urban Company,Hyderabad,1-2 years,Bike,35072.13,30392.13,1035.19,249,123,123.1,284.99,444.81,45000,22.1,32.5,122.06,68.06,False,3.0,0,Thriving
W01277,Urban Company,Hyderabad,1-2 years,Car,38966.33,30901.45,1950.91,271,132,112.54,278.71,487.0,45000,13.4,31.3,114.03,60.03,False,5.0,0,Thriving
W01278,Urban Company,Mumbai,6-12 months,Bike,33557.18,28682.18,966.83,257,99,109.8,325.7,469.0,45000,25.4,36.3,111.6,57.6,False,2.9,0,Thriving
W01279,Urban Company,Mumbai,6-12 months,Car,31711.9,22548.91,990.52,250,94,89.25,336.28,456.27,45000,29.5,49.9,90.2,36.2,False,3.1,0,Thriving
W01280,Urban Company,Hyderabad,< 6 months,Car,21812.97,14149.63,648.37,257,76,55.78,260.47,480.85,45000,51.5,68.6,55.06,1.06,False,3.0,2,Comfortable
W01281,Urban Company,Mumbai,6-12 months,Car,36347.97,27091.97,1473.48,264,106,103.24,338.06,482.85,45000,19.2,39.8,102.62,48.62,False,4.1,0,Thriving
W01282,Urban Company,Mumbai,1-2 years,Car,47727.66,38471.66,1252.3,264,142,144.74,334.64,467.35,45000,0.0,14.5,145.73,91.73,False,2.6,0,Thriving
W01283,Urban Company,Delhi,< 6 months,Car,24727.85,16094.55,609.93,253,81,62.68,291.55,467.92,45000,45.0,64.2,63.61,9.61,False,2.5,2,Comfortable
W01284,Urban Company,Hyderabad,< 6 months,Bike,28166.91,23666.91,683.45,267,95,88.94,281.89,492.46,45000,37.4,47.4,88.64,34.64,False,2.4,0,Thriving
W01285,Urban Company,Delhi,2+ years,Car,40195.09,31079.49,1676.9,255,128,120.57,309.41,460.42,45000,10.7,30.9,121.88,67.88,False,4.2,0,Thriving
W01286,Urban Company,Chennai,< 6 months,Car,25034.45,16811.42,546.5,252,95,63.74,263.44,462.73,45000,44.4,62.6,66.71,12.71,False,2.2,2,Comfortable
